sqft,bedrooms,bathrooms,age_years,distance_to_center,neighbourhood_code,condition_score,garage,floors,price
1640.0,2,2,44.0,27.93811281787866,4,8.309714966660728,1,1,57893.696352348015
3669.0,5,3,66.0,15.321183312112682,6,8.746600256783825,1,3,62384.64747832479
1796.0,4,3,56.0,29.148486978168673,4,5.34617049133964,0,2,53748.322565095164
767.0,2,1,12.0,8.13565129850329,3,8.534813944038376,1,1,56620.539688530866
2143.0,1,2,6.0,15.384084571266147,14,3.760966752194846,1,2,80536.12356209078
3284.0,4,1,34.0,25.856158358375094,2,7.857533607077577,0,1,65345.88637903393
1163.0,2,2,39.0,13.723444459335441,10,2.264051425501204,0,1,56900.102205378935
2120.0,4,2,19.0,8.744877520320593,11,3.7634672436625785,0,2,56604.9340918183
954.0,3,2,62.0,25.736523220827507,9,5.011593970237596,1,3,45281.50168367125
2902.0,3,3,46.0,12.001739331741966,13,3.9008774632907968,0,3,55613.89675486681
2164.0,1,2,60.0,16.156337086276906,1,4.483154040617652,1,1,59230.914256932636
1655.0,4,2,9.0,29.307548459246796,5,8.380942703053282,1,2,81832.3525409977
1294.0,1,2,65.0,6.001257195297985,3,3.3100830292795083,0,3,52155.62401164956
2475.0,3,1,17.0,9.391318783245477,9,7.70753054939115,0,3,69895.44893690648
2844.0,5,1,36.0,1.4165532020602782,9,1.6634086220048667,0,3,66982.18329048078
3791.0,5,3,35.0,12.059212442346556,13,7.891651967635547,1,1,63652.035220983715
2030.0,5,1,65.0,6.405411202253356,6,8.128209185467956,0,1,53627.84874889287
1062.0,5,1,22.0,20.561030594532795,4,4.615288979522338,0,1,57307.81098378248
3414.0,3,3,20.0,5.848983033592645,13,7.502300408507234,0,1,69620.19558471923
2704.0,2,1,27.0,20.406976195973154,10,9.236245633705892,0,1,74279.34914590848
2950.0,5,2,29.0,8.272525131584871,11,8.206416761990742,1,1,70494.9922224932
840.0,5,3,15.0,10.978926106575393,7,4.514018593572639,1,2,59698.28320374389
1593.0,5,2,14.0,10.791389235368726,7,5.35792162852058,0,2,65435.91037087938
3187.0,4,1,19.0,21.644176629826475,6,8.014217903072248,0,2,76678.95869218388
3412.0,1,1,37.0,14.26202326258112,11,3.633351308642112,0,1,52990.2476905581
2023.0,3,3,28.0,11.15831751615415,3,8.234944662779862,1,1,62214.384144834265
3316.0,3,1,31.0,25.652370211663772,14,3.9526402830484706,0,3,54798.76469186833
3445.0,5,3,57.0,17.372543456415478,3,8.253915241469844,1,2,62570.232772781994
1856.0,2,1,20.0,6.808009227700935,7,1.7812039901565102,1,1,58122.85303293551
3643.0,2,1,72.0,27.052692705238638,5,1.3995756721953112,0,3,57914.59502886459
1509.0,1,3,60.0,10.608183732992398,9,9.979079026328401,0,3,57504.9550725865
1338.0,5,3,14.0,1.6498916373509516,10,8.825114109112201,0,3,76766.50287129411
2888.0,4,3,25.0,15.09070660724636,13,8.945627531195836,1,1,70097.50732350738
2728.0,1,3,15.0,4.156172606005895,12,9.561519528459558,0,2,85199.6766401923
989.0,3,1,22.0,7.534760089614405,4,4.944846784730391,0,3,57738.75450420018
3414.0,3,3,29.0,22.539770744278627,3,3.58151999212137,0,3,57272.45173141853
1199.0,3,3,11.0,4.357178494601398,13,2.170224955161127,0,1,58143.255922515506
3317.0,5,1,2.0,24.304854618444054,7,5.510882201846181,0,3,228803.52920225196
525.0,1,1,35.0,28.138764999863135,2,2.9804348842894703,1,2,47590.818449389895
3288.0,2,3,56.0,18.392696962034368,12,9.419957710653877,0,2,64242.320284500885
3254.0,1,1,24.0,21.455596164673462,10,1.036028461985012,0,2,56955.14493414366
3231.0,2,3,68.0,21.550804992268812,1,2.288770639688094,0,3,48548.62043286086
2826.0,5,1,30.0,29.787834739478125,11,3.218282677750841,1,1,59181.95488484542
2150.0,5,1,72.0,10.575378734947874,9,2.7906104043387554,0,2,50401.39112247332
2968.0,1,1,19.0,5.304268261659724,9,3.0320059292173926,0,3,61426.39435507919
1469.0,4,1,43.0,15.815433429972483,13,6.9044284455506055,0,2,61230.00554283628
3232.0,2,3,61.0,16.230869390035394,7,3.947608704818343,1,1,58150.29680015702
2444.0,1,3,5.0,5.748418404736262,7,6.535219437130359,1,1,118930.7276139278
2106.0,2,3,74.0,18.586727860327116,9,9.012321402816621,1,2,63589.081619723365
2269.0,1,3,29.0,0.9166796375663071,3,6.4230108897313185,1,3,68038.7908034056
2490.0,3,1,40.0,27.866217872399535,3,7.250795121577433,1,2,55294.78471825655
630.0,5,3,50.0,8.304941195727219,12,4.289529683992216,0,3,49288.306666398224
989.0,3,2,51.0,1.6670261475106583,4,2.4376462086043826,0,2,55887.968808434875
1359.0,4,2,2.0,3.693358523508283,8,3.885256562049155,0,2,95736.97794903678
900.0,3,3,69.0,7.58734397424943,4,9.678543838336973,1,1,52982.00901860214
2038.0,1,3,50.0,8.580231973878334,4,6.596302460078234,1,2,54282.84471201802
2839.0,1,3,79.0,1.4678949851829959,9,3.4976000749061367,1,1,62578.86974068695
2790.0,2,2,38.0,8.74096695971501,12,5.058237404458935,1,3,60034.17642368349
2148.0,2,2,49.0,6.191781226557723,7,8.519617336878948,0,1,56591.638962343175
3492.0,5,3,35.0,11.669317359318299,2,7.0159921363519615,0,3,67305.15584888689
2478.0,5,1,71.0,11.86244825200109,4,6.045875566562514,0,1,58064.679209667294
777.0,5,1,66.0,10.500728347784932,3,8.966465889704569,1,2,49874.09840365646
3177.0,4,2,72.0,10.173754564155768,13,7.0519561499511125,1,1,55160.25618444544
2511.0,3,1,40.0,3.147072693366911,5,6.784567577119859,0,1,52460.47804123708
2721.0,4,1,63.0,1.243545940221784,6,2.707913234896913,0,3,55854.47847378987
2478.0,3,3,29.0,6.462371854615764,1,1.9574981471116701,1,1,51811.51919887768
2437.0,4,3,37.0,22.82115810879015,7,9.686279053516591,1,2,63505.68355564572
816.0,4,2,61.0,29.7288880837581,13,6.3897253309031745,1,3,48122.61411096308
2457.0,4,2,7.0,27.89152216419121,6,4.741150682317862,1,2,81510.61959507655
3282.0,4,2,57.0,15.374470988364175,10,6.301187388191958,0,1,52821.70641253974
1563.0,1,3,2.0,16.188803745449057,3,1.5563076496454384,0,2,75652.91022356054
2609.0,4,2,46.0,9.780156286557355,3,8.39914546513696,1,2,62316.71694261608
607.0,2,1,38.0,23.33121343981086,11,2.9498098200790235,1,1,53040.785225403226
1716.0,4,2,38.0,23.060322294013133,1,8.240914056861524,1,1,57927.78971259255
2028.0,3,2,40.0,25.406034548682115,7,5.809405989372496,1,2,49888.999062689334
3939.0,5,3,39.0,26.91738502730809,5,3.489148122912125,1,2,54846.82168132549
1251.0,2,3,33.0,13.313302822646225,1,1.271889534178634,0,1,50025.15753451313
1467.0,5,3,36.0,23.12282925916233,8,8.34250019793945,0,2,55557.96315633057
1929.0,5,2,45.0,24.28876249947842,14,2.58814127322376,1,2,52941.77966083069
3974.0,2,2,61.0,9.59955886368363,1,1.4662460407588611,1,1,58868.05868562114
3486.0,3,2,44.0,27.912646198181424,12,7.802899577432927,0,2,66092.45247862679
621.0,3,1,51.0,3.283074327869836,8,4.150389001356809,1,3,49958.537160651125
1318.0,4,3,67.0,29.830940785316844,11,4.5040060503248505,0,2,54922.571094595376
3375.0,4,3,79.0,23.21767618568665,2,3.223608285526471,0,2,55842.265524253846
704.0,5,3,9.0,3.251491707067654,13,8.732606308272075,1,3,63392.06486321683
3494.0,2,1,57.0,19.858774619097517,1,3.6759657349587886,1,2,58532.89536463752
1484.0,3,1,18.0,1.5082926223836746,13,2.8917331277592146,0,1,60732.6079281648
3711.0,3,3,16.0,23.220515008603396,10,3.783247537025405,0,2,62128.984141253415
1527.0,5,2,63.0,24.07707618894213,5,2.8283461765065727,1,2,53675.466988361826
2020.0,2,3,6.0,18.271102466197707,1,3.858896987246867,1,2,77430.92855929695
2816.0,3,2,67.0,25.777381561538828,9,1.7464260058135572,0,1,50911.13113908885
941.0,1,2,61.0,3.3875567663383612,2,2.426770262075125,1,1,53545.27065175778
2449.0,5,2,79.0,8.63975334020399,9,4.753475950565331,0,2,51120.44075411266
2267.0,2,3,53.0,12.71823688698378,11,8.915201700308888,1,3,60944.97445233813
3243.0,2,2,69.0,1.7525096084288991,4,1.5156167205005726,0,3,56950.46541167827
3986.0,3,3,10.0,13.722374583349401,4,2.914072360840276,1,3,74650.47284852454
2825.0,3,1,71.0,8.323796955320695,4,9.175111079874366,1,1,59984.80977806193
1932.0,5,2,13.0,12.085682857001713,4,9.010132067439296,1,2,72816.86007602143
1922.0,3,3,25.0,13.040527643773041,2,7.115057499663472,1,2,57995.74012888886
1962.0,3,3,11.0,26.44264613788671,4,3.1642619868571416,1,2,52494.846472341036
3349.0,1,3,32.0,8.475058630565353,10,4.778295049502072,1,2,63525.1428083653
1624.0,1,1,60.0,26.865422297130024,5,2.900988949941685,1,2,46912.04030306638
1084.0,2,3,22.0,13.066143461979053,11,2.157296582126829,1,1,53441.40957726196
1670.0,5,3,65.0,10.170327760472587,12,4.419985550625023,1,3,54794.020418652304
579.0,5,3,48.0,15.324105455386809,11,6.182394445633152,1,3,54643.79173829915
871.0,4,1,50.0,12.82342694770377,8,4.239394079183247,1,1,47260.24108689471
815.0,4,3,75.0,8.09248323512681,5,6.497420954193728,1,2,52377.404604289695
3200.0,2,3,35.0,15.329040081483974,14,3.666292618413749,0,2,64287.98222005366
3028.0,1,3,28.0,4.978151125825523,3,4.112654749847112,1,3,68018.14944559846
2938.0,1,1,79.0,10.8819333191775,7,8.116062324801486,0,3,61052.98321943091
2116.0,2,3,45.0,17.19081147153567,7,8.904832578044722,1,2,60356.779514778245
3009.0,2,1,49.0,12.695543209500828,11,3.8983067337794686,0,3,51404.3134269506
1064.0,1,2,24.0,24.805414650998497,8,6.143642212107486,1,3,58832.73037583387
3652.0,2,2,18.0,8.073291965287403,12,3.5034605550304123,0,3,64799.13935742149
2253.0,1,2,14.0,29.108261575514796,13,1.4800117753668478,1,1,57433.22209751767
3783.0,4,3,18.0,23.649299615114863,6,7.640714632243672,1,3,79913.0596305552
1033.0,5,1,16.0,29.04399426692543,13,2.539031349125353,0,2,52905.16908419981
2240.0,4,2,59.0,25.225028367493973,3,4.831412713722255,1,1,54746.22993534807
2937.0,3,2,5.0,4.692065812623459,13,5.383409440412411,0,3,116397.58848121164
2234.0,3,2,50.0,16.030572673732905,3,2.660244257611953,1,3,55049.91726957509
2061.0,2,1,75.0,5.514366375275679,12,1.8509981559705664,1,2,50427.134610836125
1081.0,1,1,61.0,24.637706902504092,6,4.132117132039635,0,2,46295.8754591755
1833.0,3,1,32.0,17.73278340090723,14,9.570573167952865,0,2,68270.96019753518
1335.0,3,2,5.0,8.27175477352872,2,6.536220309895793,0,1,96442.58166439435
1555.0,1,2,66.0,27.923169674211554,7,4.432692055626123,0,3,54303.628629700135
2892.0,3,2,1.0,3.89798857277069,13,1.3501973869679342,0,1,125166.3673244014
2705.0,2,2,54.0,17.13394090240376,1,6.402459532519736,1,2,53789.24680542158
2625.0,1,1,54.0,21.7706963626684,4,1.8303187684183533,1,1,54351.61215941273
1766.0,4,1,16.0,2.2360318513067377,2,5.882896639427737,0,3,73024.23916763713
3858.0,3,2,59.0,18.136752979583008,5,7.767554574445686,0,3,55676.33627179515
806.0,4,3,14.0,24.569085856161276,6,4.812268134653078,0,2,55432.026004197636
1699.0,4,1,18.0,2.4920557753325747,9,3.6947034533487195,1,2,61800.63481076154
913.0,5,3,65.0,15.6111676476455,4,1.4264581043583875,0,3,54629.23258962455
1686.0,5,2,78.0,8.12743675538783,3,1.2230008764543712,0,3,50333.192236626
3866.0,4,1,21.0,20.056271320339164,3,4.870239126809691,0,3,61940.63145836981
1781.0,5,2,73.0,4.000982328825925,14,8.95010743632671,0,1,59444.47492739131
3680.0,3,1,73.0,28.14301720477995,14,3.1965650091387134,1,2,58245.9911957472
2232.0,5,1,61.0,26.894493160584588,4,6.166499552036392,0,3,54541.73909099623
2948.0,4,2,12.0,5.986245386333421,3,7.158752377117856,1,1,88525.55107996882
2100.0,4,2,24.0,10.036343588770587,1,1.547468807512253,1,3,51735.34357353208
1430.0,5,3,54.0,17.835231752264768,14,2.377903382230394,1,1,48310.197717742165
3174.0,3,1,79.0,21.68283893071039,10,3.9814911407761038,0,3,57920.094020697994
3892.0,4,3,65.0,13.558352447227618,11,7.030838567337135,1,2,60765.33319238494
1422.0,2,1,34.0,5.110593997848764,5,4.951316010052872,0,3,58133.34554835238
3225.0,5,1,19.0,3.572469067184712,9,7.6077556139642075,1,3,84859.18627674946
1413.0,4,3,76.0,29.993077438973145,1,8.808380790158733,1,1,49231.21471286656
3009.0,4,3,22.0,13.932887582582874,10,7.825350489386886,0,2,69832.74621030212
3261.0,3,2,28.0,26.239686599880695,9,9.930224865819241,1,3,74166.84545908972
2072.0,5,1,77.0,14.730092136558877,5,7.789249618584847,1,1,52529.05416495781
3079.0,1,1,45.0,27.709550337107096,10,8.669612755067055,1,3,65474.73203557024
1452.0,1,2,21.0,3.0889017917607426,10,8.491297226185008,0,1,64201.95382106107
777.0,3,2,1.0,3.8635661443692535,7,7.572391860520419,1,2,166144.30964250496
837.0,4,3,34.0,27.924149537864615,3,8.216216349903014,0,2,54676.33913389744
2064.0,5,1,78.0,28.451044828821157,1,9.412149050806692,0,3,56039.57388918445
3659.0,3,1,35.0,9.784164700228219,14,5.276866406736633,1,3,65934.09910673232
946.0,4,3,56.0,10.97736416631922,4,6.7445832152128915,0,2,54821.17854996439
2095.0,3,1,20.0,13.84728192762536,5,5.634457494154955,1,1,64440.07732647818
2964.0,5,1,62.0,12.776769561985079,10,8.659332884728656,0,2,60391.298261924305
1208.0,4,2,62.0,6.106333870808101,4,4.8822364258435655,0,2,52759.03073472114
3025.0,3,2,49.0,27.00207382621155,6,8.377540940302596,0,3,57741.78085755982
1570.0,5,2,61.0,7.97257422081649,10,8.194191175514248,1,3,56670.95260492537
3330.0,1,3,46.0,21.30553607959072,9,9.656974912317315,1,2,63068.537137698324
2527.0,5,3,30.0,2.4810924931817,10,3.240286293316769,0,3,66501.93135021073
2414.0,1,1,59.0,1.6431642800886692,1,7.38657558897321,1,1,67700.2544106688
1118.0,2,3,66.0,19.78504894101916,7,7.812275478827376,0,1,55778.37483579954
2121.0,5,2,67.0,10.50096779841118,7,9.426506435241992,1,1,58491.149506709364
3498.0,4,1,17.0,19.836052085240038,9,9.16212176249978,0,3,87843.93441712219
568.0,5,3,54.0,3.273625463980496,3,6.161732755376035,1,1,49117.38731764023
3154.0,4,1,1.0,28.52061570751797,3,6.212378672775818,0,2,441330.3705349348
2224.0,4,2,46.0,22.581176773346314,11,2.5056210556380645,0,3,53286.47643260611
3018.0,2,3,46.0,26.349883374261076,10,9.77466432181394,1,3,64157.796282614545
2821.0,1,1,29.0,4.525881344313072,12,3.2951571643308415,1,3,60568.84278226317
2012.0,1,1,79.0,9.944748582339647,4,7.522625966061629,0,1,58660.79024633917
1580.0,2,2,70.0,11.36615284408715,14,8.162155043247813,1,2,51692.04384098117
2695.0,1,3,4.0,16.34659312564115,4,4.970939541502429,1,2,114760.44226786835
990.0,3,1,17.0,9.257620322468721,10,2.900743480261522,0,3,60479.658630901606
2544.0,4,2,17.0,2.288606894587451,3,2.700643457977181,0,2,65651.85741074335
831.0,5,2,71.0,11.381912231755386,13,8.708464008114326,1,2,51295.431228866815
2774.0,3,1,41.0,8.009204781504824,5,5.596808380736634,1,1,58377.081793917605
2700.0,5,3,58.0,11.884678098164839,12,1.8112328383444003,1,1,52101.48399331265
795.0,5,3,64.0,6.3103065072907745,5,7.453175254865998,1,2,53567.387718424456
3151.0,5,2,61.0,8.225943049659696,12,3.2515394752452664,1,1,56536.48149026436
1955.0,3,1,8.0,18.99509404275193,7,8.887552756757913,1,2,104484.40962473192
3254.0,2,1,12.0,11.95053812005292,1,3.7861460742697775,1,3,72157.7911593561
645.0,5,2,32.0,10.688810098500015,3,2.802437470811288,0,2,54815.02673391437
1128.0,2,2,27.0,16.25021616531,10,1.7637259919944088,1,2,45090.30630127555
2228.0,3,2,60.0,23.26988595489581,3,5.6037802297388275,1,1,52579.179463658795
1158.0,1,1,13.0,11.676604712264739,4,5.056638290364586,0,2,64964.50583815303
1654.0,4,2,30.0,17.831825030397297,8,7.761809301428286,1,2,60789.06441122949
2812.0,4,1,19.0,29.0029774483612,4,5.181423284737328,1,1,47467.28447274596
1005.0,1,3,15.0,15.898413366482496,2,4.09434372031934,0,1,58912.56363744313
2871.0,2,3,14.0,27.33902850726756,9,3.3548942406964968,0,3,72085.88552999587
861.0,3,2,16.0,23.913342415564593,10,3.50332070922974,0,3,45905.74766767908
1113.0,3,1,45.0,2.2322011086794165,11,9.350631116450325,0,2,65410.68192477673
2556.0,5,3,33.0,13.158416708343077,14,2.485707418790311,0,3,43107.13330472057
3277.0,2,1,35.0,21.10039303212335,2,9.893587821014352,0,1,72893.00516477211
1097.0,5,3,38.0,29.608001417221896,6,3.9422750967300226,0,1,52578.00048960079
1549.0,3,1,59.0,14.022100589264621,4,1.7955121187574772,0,3,41903.738632872184
3737.0,5,2,69.0,3.2371708967388138,13,3.238213427090785,0,1,58448.15334011256
3963.0,2,1,42.0,17.0792706540296,8,1.5257294159915684,1,2,58240.6794807043
2533.0,1,1,51.0,4.233631867656829,2,8.110267922475243,0,1,61928.34341168726
2064.0,1,3,59.0,22.669827028242103,10,5.612976212869949,1,1,56795.28968074358
1714.0,2,3,55.0,15.476471425122448,1,4.032879569801208,0,2,51451.2986955423
2643.0,5,1,11.0,21.84122536712995,4,6.958446441684062,1,2,76171.70966973118
2568.0,1,3,78.0,26.146173892916448,11,6.675818733552882,1,3,57649.422643743485
1531.0,2,1,14.0,19.053966506301926,8,9.458848803048312,1,3,78474.03592144359
579.0,1,1,33.0,18.566960212968855,11,9.651344650735417,0,2,58613.01778146454
1030.0,5,1,52.0,22.75982371546912,8,7.126153980988647,1,2,45012.877417456235
3854.0,4,2,32.0,25.352422542853688,12,8.360343345197517,0,1,64245.71009873323
1963.0,4,1,20.0,26.13708669517158,8,8.131825903016606,0,1,62834.664995651976
2188.0,4,2,73.0,1.5746907726450574,1,5.421731794299098,1,1,52989.783962600704
2134.0,4,1,6.0,16.907613755534786,1,7.340124592300752,0,3,102987.58754735735
3239.0,4,1,20.0,6.879944639027768,11,1.7043310691521318,0,1,58606.47666365966
727.0,1,2,79.0,25.880203778062608,1,7.822189748352763,1,2,45890.62292244186
789.0,5,3,58.0,19.627731713499156,6,9.656497064731308,0,3,56361.745511801695
1465.0,4,3,7.0,12.896563131456926,1,1.764772778131646,1,3,60656.774623971105
2203.0,4,2,60.0,6.049074729579863,5,8.52504206132669,0,2,55638.54565311859
2848.0,2,1,77.0,10.50119696463488,9,9.396820239843441,0,1,57187.52438393861
2217.0,5,3,8.0,21.261441988936625,3,3.0357000082185586,0,2,59204.162845065155
2044.0,2,3,33.0,6.528606583743344,7,5.7233006884828335,0,2,57242.81106880444
3782.0,1,3,37.0,3.260696887481996,14,9.350724029166896,0,1,72213.38878159517
1063.0,5,3,11.0,26.696848367712754,1,9.642034040706712,0,3,69710.28900280375
2501.0,2,3,16.0,23.044205312613446,1,2.150941459170847,0,3,58730.64217534597
2397.0,1,3,14.0,6.393950454414911,4,4.141038029999056,0,1,66757.66197375878
2157.0,4,2,15.0,9.123190531184754,12,7.28330177035771,0,1,70945.87567748164
3326.0,2,2,32.0,29.17607022536113,6,2.9940264944733728,1,1,57754.26834507652
1434.0,5,1,37.0,21.391442359393963,9,3.9229356577103274,1,3,57666.64508575071
3838.0,3,1,19.0,18.51039912430783,1,1.2096195400422394,1,1,55030.78943672124
1660.0,1,3,23.0,9.575040320011846,11,2.38169512838079,1,3,55800.30390209784
2407.0,5,3,16.0,9.324191752912407,1,6.060965449759695,0,3,68535.81183573959
2322.0,3,3,63.0,1.6659467513617987,10,6.877810596737644,0,2,58388.51719310746
3474.0,2,1,17.0,21.990215073606976,3,6.840206479862532,1,2,80580.98825643123
2036.0,4,2,72.0,1.7736691391780939,13,8.00524423700395,0,3,57861.291355729925
1495.0,3,1,43.0,0.6432914644297316,5,4.737532723649123,1,3,70441.77382740525
575.0,1,3,64.0,22.020105091898884,3,3.4614164461703996,0,1,51193.36153602527
1772.0,4,1,51.0,28.491775835899197,5,1.1402263003827249,0,1,49882.01617105758
3392.0,3,1,22.0,22.81683990795566,1,2.859668434471482,1,2,57894.68039984951
534.0,4,2,48.0,14.41338562341917,3,3.8114903098183355,1,1,49433.189290280345
3636.0,5,3,22.0,14.838334862045754,9,2.6038617083241897,1,1,52450.91604781202
2399.0,4,3,10.0,13.366024468148607,5,1.1813002434694204,0,3,58005.032236445004
990.0,4,1,21.0,10.076988179754842,5,2.417028477986724,0,2,54232.17580639232
1557.0,2,1,22.0,15.890569318482285,12,6.994895982108151,1,2,64056.33391131408
2439.0,2,1,11.0,13.218953235662894,2,6.666268748253362,0,1,78112.85210071433
1604.0,3,1,2.0,18.145952461202853,6,9.421152754582382,1,1,209532.08764837735
880.0,5,2,75.0,26.994542374782288,3,8.183514622575784,0,1,50714.96554302357
2830.0,3,1,41.0,29.852777811052405,7,6.109805051570721,1,2,55137.84434104391
2852.0,2,1,32.0,2.822927051546055,5,2.2380071274389017,1,1,53407.94670645733
916.0,4,2,74.0,11.84816244350957,1,6.076646370326412,0,2,45152.73577077465
1484.0,5,1,18.0,5.8308327751208795,1,1.554355548227627,1,1,60638.27976926247
1353.0,5,1,32.0,10.887553980803244,12,4.877964076697675,0,2,60733.242749211364
2807.0,2,1,67.0,8.980454047178478,1,4.512327660524759,0,2,57387.50662930975
3056.0,4,1,50.0,5.648845382990255,11,4.850324284266475,1,1,53980.60337199729
3044.0,3,2,32.0,23.04024357592807,13,3.5184332655530848,1,2,64644.47753536475
3785.0,3,3,21.0,15.140517913462457,7,7.172474028614413,0,1,75055.93044082528
3190.0,2,3,3.0,27.617744675408158,5,8.568500205689016,0,1,231469.08524313287
1622.0,1,1,7.0,1.4614770757869275,11,7.916652933390798,0,3,99494.94958738903
