age,income,account_balance,city_code,num_products,years_as_customer,last_contact_days,num_contacts,prev_outcome,marital_status_code,education_code,job_code,churn
46,58421.0,40742.0,13,1,4,282,3,2,1,3,8,0
62,54059.0,17038.0,17,1,27,98,2,1,0,2,9,1
74,78291.0,40552.0,3,3,11,87,1,0,2,3,5,0
55,69881.0,12588.0,17,2,0,81,15,1,2,0,8,0
41,104797.0,20439.0,4,3,8,82,12,1,1,1,6,0
41,73141.0,45677.0,6,2,25,42,16,0,2,2,4,1
41,71699.0,47745.0,3,4,10,91,12,0,2,1,7,1
64,30497.0,46231.0,8,4,2,240,8,2,2,1,3,1
36,22193.0,16144.0,15,3,21,111,12,0,2,1,11,0
27,59855.0,42244.0,6,1,5,285,14,0,2,0,8,0
37,119820.0,46836.0,16,3,10,299,8,1,2,3,8,0
19,111733.0,48921.0,12,4,0,277,18,1,2,3,8,0
24,82897.0,1534.0,12,2,18,197,18,2,1,0,5,1
23,83083.0,37377.0,18,2,13,116,16,2,2,1,11,1
61,59150.0,49838.0,9,3,26,339,19,0,0,2,2,0
59,37750.0,38351.0,7,2,10,75,8,1,1,3,6,0
57,20854.0,12042.0,19,3,6,170,3,0,1,3,0,0
44,53885.0,38248.0,11,2,4,166,10,1,2,1,3,0
58,51646.0,5709.0,12,2,6,272,15,0,0,2,6,0
27,39160.0,24290.0,6,4,13,200,15,0,1,3,5,0
69,45916.0,31498.0,5,3,2,292,8,2,0,3,11,1
46,22482.0,23094.0,4,3,12,335,6,0,2,1,7,0
71,80796.0,35141.0,5,4,25,143,9,1,2,3,4,0
26,112746.0,12391.0,4,2,23,319,16,0,0,1,5,1
46,89079.0,30507.0,15,1,19,62,2,2,2,0,7,1
57,64820.0,32418.0,2,5,26,334,7,2,1,3,9,1
46,62026.0,31872.0,12,1,23,65,5,1,2,3,3,1
43,50753.0,14821.0,19,3,19,310,16,2,2,1,7,0
27,34240.0,15616.0,15,2,25,143,9,1,0,1,6,1
39,79847.0,13261.0,8,2,3,352,2,0,0,1,0,0
31,76652.0,23357.0,2,1,24,48,5,0,1,0,10,1
35,20731.0,29505.0,16,5,8,170,1,0,0,3,6,1
56,61552.0,18445.0,1,3,21,329,10,0,0,0,2,1
53,47802.0,20794.0,13,2,27,18,19,0,2,2,7,1
52,37028.0,14677.0,13,4,14,97,11,0,2,0,8,0
38,90303.0,11333.0,4,1,2,31,17,1,1,2,10,1
72,72582.0,33043.0,15,3,11,117,15,0,0,3,0,1
22,83376.0,40894.0,4,3,12,143,17,1,0,2,4,1
37,91348.0,14889.0,5,3,28,226,6,1,2,2,2,1
24,118180.0,43098.0,16,1,28,94,19,2,0,3,6,0
37,100276.0,28763.0,19,5,17,58,5,1,0,3,6,0
72,82035.0,8801.0,6,2,28,62,9,2,1,3,5,1
38,107902.0,18616.0,18,4,13,342,13,1,1,0,11,0
69,67750.0,871.0,18,4,12,347,6,0,1,2,6,1
46,118476.0,2438.0,15,2,25,81,6,1,1,3,4,1
57,96143.0,17138.0,3,1,20,72,3,1,2,1,0,0
44,85088.0,22995.0,6,2,15,20,1,1,1,2,3,1
33,110332.0,39976.0,13,5,13,350,10,1,2,0,10,0
61,71507.0,7147.0,19,5,21,258,19,1,1,3,5,0
73,92069.0,42039.0,16,5,22,277,5,0,1,2,10,0
33,48473.0,12108.0,8,2,14,106,9,0,1,2,6,0
62,116321.0,7347.0,5,4,0,234,18,2,2,3,6,0
32,82336.0,35144.0,19,1,3,22,15,2,2,0,5,1
58,98200.0,38829.0,6,4,4,247,1,0,0,1,6,0
62,66073.0,30443.0,7,3,13,211,10,2,2,3,0,0
43,106680.0,6227.0,19,4,18,121,3,2,2,0,0,0
60,27417.0,6209.0,11,4,24,259,5,0,2,3,5,0
33,31410.0,19808.0,6,5,6,236,5,2,0,1,7,0
22,70711.0,22804.0,1,3,23,160,12,1,2,2,6,0
23,93241.0,49931.0,9,2,19,68,4,2,0,2,5,0
43,100921.0,14680.0,19,3,1,9,5,1,0,2,3,1
69,64008.0,10033.0,9,1,10,342,5,1,2,3,8,0
25,84967.0,47322.0,14,1,9,103,7,0,0,1,7,0
43,75310.0,8121.0,5,3,26,110,13,0,2,0,0,0
58,116152.0,1806.0,15,5,27,248,8,1,1,1,5,1
29,85410.0,21428.0,15,3,24,93,7,2,0,2,8,0
59,61684.0,20353.0,12,4,15,137,10,2,0,3,9,0
35,116981.0,31173.0,15,1,14,259,12,2,2,3,3,0
64,30725.0,43947.0,11,3,9,217,1,1,2,1,11,1
51,118457.0,46678.0,8,4,23,239,17,1,1,3,7,0
49,35401.0,14837.0,15,2,2,2,18,1,2,0,5,1
28,48822.0,49050.0,16,1,8,165,12,2,0,0,7,1
44,102147.0,31816.0,16,1,4,173,11,0,1,0,10,0
66,93375.0,3947.0,5,5,14,231,14,0,0,3,2,0
19,117035.0,46953.0,13,4,8,56,9,2,1,0,1,1
61,94998.0,7330.0,1,2,5,59,7,1,0,2,5,0
46,83700.0,29635.0,11,2,11,278,7,1,1,3,1,0
59,54649.0,39641.0,11,1,25,246,4,2,1,3,10,1
55,20471.0,12847.0,7,5,16,296,16,2,1,3,11,1
42,32386.0,13896.0,19,1,24,99,7,0,1,0,7,0
35,49777.0,24070.0,17,4,27,364,6,1,1,1,11,0
53,24094.0,44300.0,1,2,27,100,19,1,1,2,0,0
25,70817.0,11568.0,4,2,10,237,10,2,0,2,7,0
51,97734.0,33340.0,4,2,26,60,12,2,0,2,5,0
23,116325.0,22903.0,18,5,27,335,5,1,1,2,3,0
55,68969.0,6036.0,10,1,28,121,6,2,2,1,3,0
53,107500.0,35688.0,14,2,10,293,14,1,2,0,6,1
22,118554.0,41710.0,16,2,6,121,9,2,1,1,7,1
61,105982.0,28993.0,15,2,17,288,3,1,2,1,1,1
41,66497.0,9229.0,2,1,27,166,16,1,2,2,7,0
62,52526.0,8208.0,3,5,27,23,8,1,1,3,11,0
20,117791.0,21463.0,8,2,17,70,13,2,0,2,0,0
28,44191.0,25567.0,7,3,4,249,7,1,1,2,10,1
46,61157.0,27833.0,15,2,12,71,11,0,1,0,7,0
28,27403.0,12560.0,3,5,21,101,15,0,0,2,4,1
36,99368.0,25287.0,8,2,16,198,17,1,2,1,8,1
55,84983.0,15106.0,5,2,10,93,4,2,2,0,7,1
26,28481.0,34465.0,4,2,10,47,13,1,0,0,9,0
56,42192.0,39925.0,4,2,1,228,18,1,1,3,0,1
23,75546.0,32807.0,4,1,8,251,13,2,0,3,0,0
27,74041.0,561.0,11,4,20,267,3,1,0,2,7,0
51,100205.0,49606.0,8,1,7,344,4,2,0,3,3,0
63,46609.0,1676.0,9,2,29,46,4,1,1,0,2,1
27,112470.0,49971.0,10,2,2,156,3,2,0,1,5,0
35,64447.0,2072.0,15,2,17,86,15,2,0,3,8,1
70,102258.0,26064.0,17,4,14,329,19,1,1,0,2,0
74,43838.0,5745.0,11,3,24,197,10,0,1,2,11,0
51,23697.0,5212.0,13,5,26,36,12,1,0,0,5,0
43,25505.0,34328.0,15,2,16,252,15,0,1,1,1,0
37,57270.0,36528.0,14,5,18,16,8,1,0,1,0,0
52,115315.0,6352.0,3,1,20,100,9,0,2,1,10,1
51,24869.0,48844.0,19,3,15,263,12,1,1,3,1,1
34,56897.0,16362.0,4,4,5,185,6,1,2,3,5,0
19,30928.0,16257.0,8,3,12,278,2,0,0,2,8,1
26,113156.0,15200.0,13,5,7,208,11,0,2,2,6,1
72,87530.0,23329.0,8,2,13,307,16,1,1,0,3,0
41,96269.0,9302.0,5,1,18,205,2,0,0,0,1,1
45,91325.0,21526.0,18,4,6,21,5,2,2,0,8,1
44,85702.0,10894.0,2,1,7,26,5,2,0,3,5,1
62,97372.0,3045.0,5,4,24,283,16,2,0,0,0,1
21,20812.0,18752.0,19,4,11,15,10,0,2,1,2,1
22,106545.0,33777.0,14,5,5,138,11,2,0,3,6,0
33,93986.0,38272.0,2,3,21,6,13,1,1,2,2,0
45,93943.0,17990.0,15,5,21,111,6,1,0,2,4,0
56,59343.0,16525.0,19,1,24,217,14,0,0,0,1,1
45,100087.0,39479.0,2,3,22,63,1,1,0,2,9,1
43,58181.0,34218.0,8,1,29,170,3,2,0,2,7,1
71,24896.0,41689.0,9,4,17,363,16,0,1,1,9,0
27,110781.0,45352.0,3,4,8,26,13,0,1,2,0,0
50,43453.0,41150.0,4,5,25,24,4,1,0,3,4,0
48,30190.0,46856.0,4,4,7,99,9,1,1,1,3,0
44,82189.0,21124.0,4,2,8,302,1,1,0,1,7,0
64,43365.0,20036.0,8,1,24,148,13,1,1,1,9,0
33,105812.0,16416.0,9,5,26,233,15,0,2,3,2,1
72,64375.0,12143.0,5,3,10,13,6,0,2,0,9,1
36,20450.0,37566.0,6,1,21,268,7,0,2,3,6,1
49,115171.0,35865.0,4,5,27,25,5,0,0,3,9,0
47,71462.0,40168.0,16,5,23,260,8,2,0,1,0,0
66,46297.0,8785.0,5,3,0,54,6,2,2,2,11,0
43,87728.0,24817.0,18,4,19,313,5,1,0,3,5,1
34,73061.0,11486.0,11,1,5,108,9,0,2,3,3,0
19,22960.0,44705.0,16,1,25,67,17,1,1,1,2,0
38,95964.0,13736.0,13,2,2,123,15,2,0,0,11,0
65,60135.0,7623.0,6,4,29,1,6,0,2,2,10,1
18,89981.0,28708.0,12,1,5,61,18,1,1,0,1,0
69,109563.0,44013.0,6,1,12,218,4,1,2,0,5,0
48,81061.0,45828.0,3,4,7,110,18,0,1,3,8,1
25,87161.0,5256.0,5,4,24,129,6,1,0,1,7,0
35,45465.0,16631.0,6,4,11,294,11,1,2,2,2,1
49,43765.0,8099.0,3,4,22,46,4,1,0,0,4,1
35,61500.0,15739.0,1,5,2,145,15,2,1,0,4,0
24,105278.0,26925.0,18,4,13,68,7,1,1,0,3,1
55,72419.0,14388.0,10,3,27,176,17,0,2,1,11,0
56,54803.0,3842.0,8,5,27,121,2,0,2,0,2,1
24,97961.0,25746.0,18,2,6,17,10,1,1,1,8,1
34,105334.0,3113.0,5,1,11,26,4,2,2,1,10,1
31,110253.0,11721.0,8,4,12,311,17,0,0,2,9,1
55,49894.0,525.0,17,2,16,21,8,0,0,2,9,1
59,90964.0,4797.0,13,5,16,285,13,2,2,1,1,0
59,79032.0,22097.0,8,3,3,334,17,1,1,1,1,0
71,64897.0,42610.0,5,5,22,170,11,0,1,0,9,0
61,59694.0,38843.0,1,1,6,114,2,0,0,1,8,0
36,31455.0,5392.0,2,4,9,283,5,1,0,3,8,1
24,47482.0,2224.0,4,3,25,358,5,1,2,3,5,1
53,74966.0,17235.0,15,3,20,44,18,1,2,1,6,0
70,108655.0,32786.0,13,2,11,352,18,0,2,3,0,0
73,106634.0,37463.0,9,5,27,344,10,1,1,2,3,0
31,38759.0,41244.0,15,2,11,52,17,2,1,0,6,0
31,87932.0,17439.0,4,5,16,20,5,0,0,3,1,0
20,28481.0,8816.0,5,3,7,261,13,1,0,1,1,1
26,87501.0,1804.0,8,1,5,29,8,0,1,2,0,1
49,54192.0,7769.0,18,5,14,219,5,1,1,2,2,1
49,64984.0,3725.0,12,1,16,24,5,0,0,1,11,1
39,91763.0,43109.0,17,2,24,252,8,0,1,2,8,0
35,62488.0,13786.0,5,5,11,85,7,2,1,2,11,0
65,100743.0,41244.0,17,5,26,36,5,0,2,1,3,1
44,73358.0,27881.0,2,5,18,25,7,2,2,1,7,0
64,119874.0,27177.0,5,3,2,69,3,1,1,2,10,0
72,83824.0,23012.0,10,4,22,197,19,1,1,0,4,0
36,49636.0,41050.0,1,2,17,28,8,1,2,0,7,0
29,97528.0,2650.0,17,4,11,293,3,1,2,3,8,1
72,60794.0,5091.0,17,3,14,220,11,1,0,1,9,1
54,73416.0,21457.0,11,1,9,109,17,2,2,2,11,0
34,33682.0,20026.0,6,3,18,360,7,2,0,2,7,0
53,31934.0,27507.0,2,3,17,240,17,0,1,3,6,1
47,77487.0,37020.0,12,2,13,245,12,2,0,2,10,0
69,38669.0,29583.0,11,2,8,64,15,0,2,2,8,1
32,119758.0,13243.0,15,3,11,259,6,2,0,3,4,0
74,105567.0,16700.0,12,1,14,204,1,0,2,3,7,1
71,90088.0,37740.0,3,1,14,359,7,0,0,0,6,1
28,93469.0,10472.0,3,4,9,174,18,2,0,2,2,0
27,79521.0,25456.0,15,2,17,247,16,2,1,0,6,0
48,26029.0,27170.0,4,4,6,125,15,0,2,3,7,1
20,59236.0,37638.0,18,3,15,15,17,1,0,0,10,1
35,69580.0,35860.0,3,3,3,47,8,1,0,0,6,1
42,111529.0,23501.0,14,3,14,316,7,1,0,0,1,1
73,41949.0,15803.0,19,3,23,269,18,1,1,2,11,1
74,69691.0,18711.0,9,5,24,133,11,2,0,0,6,1
26,54406.0,20873.0,2,5,20,255,6,2,2,0,3,0
68,33436.0,11349.0,17,2,22,2,6,1,0,2,9,1
23,30301.0,31457.0,4,4,1,14,17,2,2,3,4,0
60,56537.0,10814.0,11,5,10,185,2,2,2,2,4,1
66,28242.0,32609.0,19,1,19,228,2,0,2,1,10,1
68,26716.0,37698.0,15,4,24,342,15,2,2,2,10,0
30,55086.0,48111.0,1,3,17,277,1,2,2,2,6,0
68,40197.0,6386.0,16,5,25,94,4,0,0,1,4,0
24,75480.0,38106.0,4,3,8,297,19,2,1,2,10,1
47,21766.0,4756.0,15,5,4,179,9,2,2,0,2,1
44,50181.0,17193.0,12,1,2,301,14,1,1,0,8,0
36,65327.0,9226.0,6,1,17,64,10,1,2,2,7,0
19,116314.0,8533.0,9,5,19,10,2,1,2,1,10,1
62,83454.0,9179.0,3,3,8,22,4,2,2,0,5,0
37,108071.0,2674.0,19,3,23,361,15,2,0,0,9,0
55,54329.0,41243.0,5,1,22,30,2,2,1,3,0,0
41,64970.0,3525.0,6,2,10,342,12,1,0,1,9,1
39,62038.0,20226.0,10,5,7,265,7,0,0,0,0,0
68,108739.0,35108.0,13,2,22,54,8,2,0,2,7,0
23,115920.0,49524.0,10,3,20,315,19,0,1,2,2,1
59,116233.0,42758.0,10,2,5,53,12,0,1,1,11,0
60,95196.0,7291.0,12,2,7,53,12,0,2,3,9,1
39,70311.0,49393.0,17,1,14,210,7,2,2,1,1,0
32,74085.0,32850.0,8,5,15,105,8,1,2,2,10,1
18,118051.0,9388.0,16,5,4,106,14,0,0,2,3,0
71,48454.0,22712.0,15,1,28,71,1,0,1,2,6,0
72,54670.0,45935.0,19,2,11,222,5,1,2,0,1,1
31,109699.0,19949.0,18,3,11,10,12,2,0,2,1,1
19,58632.0,9590.0,16,2,1,90,12,2,1,2,2,1
24,43509.0,43816.0,5,4,26,202,2,1,2,0,6,1
21,76046.0,47672.0,15,2,7,178,15,1,2,0,6,0
65,52534.0,48791.0,14,1,29,255,11,2,2,2,10,0
68,109087.0,47807.0,6,2,14,79,5,2,1,0,1,1
26,110906.0,43706.0,13,3,26,236,15,0,1,3,8,0
60,50601.0,22997.0,5,1,5,277,19,2,1,0,0,1
28,72954.0,10018.0,10,5,4,142,9,1,2,3,3,0
38,118399.0,31049.0,16,1,24,94,6,2,1,2,2,0
52,94231.0,11429.0,4,1,24,203,6,0,1,1,1,0
59,41562.0,23921.0,7,3,16,211,12,0,0,1,7,0
67,79074.0,32975.0,16,3,0,35,1,2,1,1,10,0
20,81989.0,47355.0,9,2,28,206,10,2,0,2,8,1
29,85343.0,14809.0,19,2,11,57,1,0,1,3,10,1
33,22501.0,12969.0,1,1,28,208,1,2,2,0,7,0
35,49938.0,36868.0,14,4,26,340,9,0,2,2,0,1
74,105461.0,819.0,16,2,25,196,15,2,1,3,4,1
62,44137.0,28537.0,18,1,20,278,17,0,2,1,9,1
36,49969.0,37422.0,3,2,20,113,2,0,2,2,0,0
73,52249.0,27769.0,19,5,15,336,5,2,1,0,1,0
46,37738.0,19505.0,8,2,0,296,9,2,2,3,10,0
46,35544.0,41513.0,7,5,11,334,11,0,1,0,0,0
42,54701.0,18866.0,7,2,21,270,19,0,2,1,11,1
26,107431.0,35671.0,13,1,24,237,14,1,1,1,9,1
71,20153.0,23475.0,13,2,16,192,11,0,0,1,7,0
18,48324.0,1815.0,10,2,21,338,2,2,0,0,6,0
27,26062.0,26760.0,2,1,0,309,2,2,2,2,1,1
31,76148.0,2948.0,19,3,14,152,3,2,0,0,4,1
33,45060.0,46582.0,5,2,15,32,13,0,2,3,9,0
25,99197.0,30277.0,2,4,26,2,7,0,0,0,10,1
19,78501.0,18915.0,12,3,9,85,5,2,1,1,5,1
56,98382.0,24566.0,8,3,6,23,13,0,1,3,10,1
73,83490.0,31149.0,12,3,10,77,16,1,1,0,9,0
24,63838.0,13379.0,17,1,5,40,9,1,0,0,0,0
34,106096.0,14775.0,2,4,16,358,17,2,0,2,7,0
46,67625.0,21223.0,6,1,19,35,14,0,1,0,7,0
70,114993.0,13299.0,10,4,24,229,14,2,1,3,6,0
57,119470.0,38016.0,15,5,29,129,17,2,2,1,9,1
61,78902.0,5638.0,12,4,2,64,4,0,1,3,10,1
51,87459.0,41417.0,8,3,7,256,15,1,0,0,6,0
41,45566.0,17752.0,12,2,9,354,19,0,0,0,3,0
29,101463.0,28280.0,19,5,7,288,19,1,1,3,11,1
67,87159.0,8308.0,10,2,24,355,11,0,1,3,11,0
63,110255.0,19575.0,17,3,4,215,15,0,2,3,8,0
19,46700.0,37852.0,15,4,0,246,17,1,1,1,7,1
58,98758.0,13899.0,6,5,25,54,17,1,1,1,1,1
22,67027.0,7047.0,5,5,28,311,18,0,0,2,4,1
60,38517.0,26334.0,15,1,6,273,16,0,0,1,2,0
65,37119.0,8543.0,4,5,9,93,8,0,2,0,6,0
